,text,mood,selected_text,sentiment
229,i continue to define and discover what home can mean here in amsterdam whenever i feel a pang of blank sickness it is more in line with missing the cultural mindset of american city life which is much different from the cultural mindset of amsterdam,sadness,continue define discover home mean amsterdam whenever feel pang blank sickness line missing cultural mindset american city life much different cultural mindset amsterdam,1
230,i make an arcade i have a very simple purpose and that is to try to make it feel absolutely comfortable physically emotionally practically and absolutely,joy,make arcade simple purpose try make feel absolutely comfortable physically emotionally practically absolutely,0
231,i can t say i feel all that sympathetic,love,say feel sympathetic,0
232,i was feeling over eager and hopped on to the tube to ride the eye of london,joy,feeling eager hopped tube ride eye london,0
233,i go online and i see a friend talking to another one and is not talking to me i feel ignored i feel unloved,sadness,go online see friend talking another one talking feel ignored feel unloved,1
234,i am not monitoring what i have to say about anything if you ever come across any of my blogs and feel offended please dont stop by here again,anger,monitoring say anything ever come across blog feel offended please dont stop,1
235,i feel like that s so weird that i had cancer that one time,surprise,feel like weird cancer one time,0
236,i want to feel safe and well and that maybe just maybe theres a small chance my i can feel joy and my dreams can come true,joy,want feel safe well maybe maybe small chance feel joy dream come true,0
237,im feeling cranky,anger,im feeling cranky,1
238,i also think it is puzzling that after this particular administrator has singled me out for praise on my ability to get my students to read that he feels that ssr time is not a productive use of class time,joy,also think puzzling particular administrator singled praise ability get student read feel ssr time productive use class time,0
239,i tried to fill it by befriending people that i knew were only using me but i didnt care because i needed to feel accepted even if it was by some complete loser,love,tried fill befriending people knew using didnt care needed feel accepted even complete loser,0
240,i feel stressed always,sadness,feel stressed always,1
241,i remember feeling another cramp but i also ignored it,sadness,remember feeling another cramp also ignored,1
242,i hope i feel mellow well fed well slept at peace with myself within this external world,joy,hope feel mellow well fed well slept peace within external world,0
243,i have also learned it takes a lot of effort and positive thinking for me not to break down in tears over feeling exhausted and guilty for not being a better mom,sadness,also learned take lot effort positive thinking break tear feeling exhausted guilty better mom,1
244,im feeling awful because we hung out with my friend and her new baby the day before,sadness,im feeling awful hung friend new baby day,1
245,i feel very relaxed and fine,joy,feel relaxed fine,0
246,i feel the suffering and i really feel the pain,sadness,feel suffering really feel pain,1
247,i go to sleep i feel as if i m giving up precious time to do something else with my life,joy,go sleep feel giving precious time something else life,0
248,i feel like i ve been neglecting my beloved mom blog,joy,feel like neglecting beloved mom blog,0
